date,value
1948-01-01,25.86375032
1948-02-01,24.301107
1948-03-01,23.63998867
1948-04-01,24.06070034
1948-05-01,23.82029367
1948-06-01,24.301107
1948-07-01,24.44134422
1948-08-01,24.22097145
1948-09-01,23.82029367
1948-10-01,23.61995478
1948-11-01,24.38124256
1948-12-01,23.61995478
1949-01-01,22.95883646
1949-02-01,21.65663369
1949-03-01,19.13236371
1949-04-01,18.11063539
1949-05-01,17.68992373
1949-06-01,17.28924595
1949-07-01,18.0906015
1949-08-01,19.09229594
1949-09-01,18.6315165
1949-10-01,18.47124539
1949-11-01,18.59144872
1949-12-01,18.6315165
1950-01-01,18.67158427
1950-02-01,18.73168594
1950-03-01,18.71165205
1950-04-01,18.99212649
1950-05-01,20.25426148
1950-06-01,20.35443093
1950-07-01,23.90042923
1950-08-01,26.82537698
1950-09-01,28.86883363
1950-10-01,30.85218861
1950-11-01,31.85388304
1950-12-01,33.55676358
1951-01-01,34.79886468
1951-02-01,35.03927135
1951-03-01,33.75710247
1951-04-01,33.37645858
1951-05-01,32.49496748
1951-06-01,30.03079917
1951-07-01,27.36629197
1951-08-01,26.62503809
1951-09-01,26.7853092
1951-10-01,27.1459192
1951-11-01,26.4246992
1951-12-01,26.7853092
1952-01-01,25.78361476
1952-02-01,24.24100533
1952-03-01,23.76019201
1952-04-01,22.85866701
1952-05-01,22.65832813
1952-06-01,22.21758258
1952-07-01,21.71673536
1952-08-01,21.65663369
1952-09-01,21.8169048
1952-10-01,20.81521037
1952-11-01,21.25595592
1952-12-01,20.9354137
1953-01-01,20.27429537
1953-02-01,20.71504092
1953-03-01,20.35443093
1953-04-01,19.29263482
1953-05-01,19.59314315
1953-06-01,19.29263482
1953-07-01,19.25256705
1953-08-01,19.19246538
1953-09-01,18.19077095
1953-10-01,18.39110983
1953-11-01,18.75171983
1953-12-01,18.49127928
1954-01-01,18.35104205
1954-02-01,18.07056761
1954-03-01,18.93202483
1954-04-01,19.39280427
1954-05-01,19.37277038
1954-06-01,19.41283816
1954-07-01,19.41283816
1954-08-01,19.31266871
1954-09-01,19.65324482
1954-10-01,19.83354982
1954-11-01,19.83354982
1954-12-01,19.99382093
1955-01-01,20.53473592
1955-02-01,20.61487148
1955-03-01,20.45460037
1955-04-01,20.67497314
1955-05-01,20.27429537
1955-06-01,20.87531203
1955-07-01,21.57649814
1955-08-01,21.6365998
1955-09-01,22.03727758
1955-10-01,21.8169048
1955-11-01,22.41792146
1955-12-01,22.73846368
1956-01-01,22.21758258
1956-02-01,22.1775148
1956-03-01,22.11741313
1956-04-01,22.19754869
1956-05-01,20.87531203
1956-06-01,21.05561703
1956-07-01,21.1157187
1956-08-01,21.77683702
1956-09-01,21.9972098
1956-10-01,21.91707424
1956-11-01,22.59822646
1956-12-01,22.23761646
1957-01-01,21.53643036
1957-02-01,20.97548148
1957-03-01,20.99551536
1957-04-01,20.83524425
1957-05-01,20.7551087
1957-06-01,20.83524425
1957-07-01,20.71504092
1957-08-01,20.37446481
1957-09-01,19.77344815
1957-10-01,19.13236371
